Package_Title,Url,Price,Duration,Rating,Reviews,Group_size,Highlights,Itinerary
Trishuli River Rafting Adventure,https://www.tourradar.com/t/155434,"US,$,199",1 day5,5.0,1,20,,"Rafting Day,"
TransportationServices 24 hrs including Airport Pickup &amp; Drops.,https://www.tourradar.com/t/149654,"US,$,34",1 day,,,40,,"kathmandu,,Pokhara,,Chitwan,,Nepalgunj,,Lumbini,"
Highlights of Bhutan &amp; Nepal - 15 Days,https://www.tourradar.com/t/102184,"US,$,4,215",15 days,4.7,"1,703",24,"Hike up to Chimi Lhakhand Temple and camp beside the scenic Mo Chu River,Roam around the beautiful Durbar Square and test your pottery making skills,Admire the spectacular views of the Annapurna mountains overlooking Pokhara","Day 1: Paro,,Day 2: Thimphu,,Day 3: Thimphu,,Day 4: Punakha,,Day 5: Punakha,,Day 6: Paro,,Day 7: Paro,,Day 8: Kathmandu,,Day 9-10: Chitwan National Park,,Day 11: Pokhara,,Day 12: Boating on Lake Phewa,,Day 13: R&amp;R in Pokhara,,Day 14: Kathmandu,,Day 15: Kathmandu,"
Nagarkot Sunrise Tour - 1 Day,https://www.tourradar.com/t/216688,"US,$,121",1 day5,5.0,15,8,,"Day 1: Kathmandu to Nagarkot and return back,"
Tsum valley and Manaslu Trek - 21 Days,https://www.tourradar.com/t/202950,"US,$,1,425",21 days,4.7,87,10,,"Day 1: Arrival in Kathmandu (1340m),,Day 2: Free day in Kathmandu,,Day 3: Kathmandu to Arughat bazar by local bus and by jeep to Soti Khola (790m).,,Day 4: Soti Khola to Machha Khola (869m),,Day 5: Machha Khola to Jagat (1340m),,Day 6: Jagat To Lokpa (2240m) ,,Day 7: Lokpa to Chumling (2386m),,Day 8: Chumling to Nile/Chule (3300m),,Day 9: Nile to Mu Gompa (3700m),,Day 10: Mu Gompa to Chumling village,,Day 11: Chumling village to Nyak Phedi (1760m),,Day 12: Nyak Phedi to Bi Phedi (1990m),,Day 13: Bi Phedi to Namrung ( 2630m),,Day 14: Namrung to Sama Goau (3520 ),,Day 15: Acclimatizing day ,,Day 16: Sama Goau to Samdo (3790m),,Day 17: Samdo to Larke Bazaar (4460m),,Day 18: Larke Bazaar to Larke pass then Bhimathang village (4066m) ,,Day 19: Bhimthang to Tilje ( 1963m) to Dharapani village,,Day 20: Dharapani to Besisahar by local jeep, Besisahar to Kathmandu by local bus,,Day 21: Departure from Nepal,"
Day Hiking to Nagarjun Hill from Kathmandu,https://www.tourradar.com/t/194105,"US,$,85",1 day4,4.6,5,30,,"Day 1: This is a typical itinerary for this product,"
Jaljale Trek Kanchenjunga Area,https://www.tourradar.com/t/189939,"US,$,3,299",26 days,4.6,5,20,,"Day 1:  Arrival at Kathmandu Airport.,,Day 2:  Sightseeing around Kathmandu valley.,,Day 3: Fly to Tumlingtaar.,,Day 4: Trek to kharang bazzaar (4000ft),,Day 5: Trek to siddha pokhari, (5000ft),,Day 6:  Trek to Nundaki, (7000ft),,,Day 7: Trek to sukepokhari (10000ft),,,Day 8:  Trek to Dobhate, (11500ft),,,Day 9: Trek to Mane bhanjang, (12000ft).,,Day 10: Rest day aclamatisingday, at.,,Day 11:  Trek to Jaljale pokhari, (13000ft).,,Day 12: Trek to tine pokhari (14000ft).,,Day 13: Trek to Jomle pokhari (twine lake) (14500ft).,,Day 14: Trek to Ratedole (15300ft),,,Day 15: Trek to shaju khola (15700ft).,,Day 16: Trek to Topke gola (14000ft).,,Day 17:  Trek to syawaden (10000ft).,,Day 18: Trek to Papung village (7000ft).,,Day 19:  Trek to shankrante tukima (4300ft).,,Day 20: Trek to Dhoban Bazaar (3500ft).,,Day 21: Trek to Gorja pati (6500ft).,,Day 22: Trek to Gupha pokhari (9000ft).,,Day 23: Trek to chauki bazzar, (7500ft).,,Day 24: Trek to Basantpure final day (6000ft).,,Day 25: Drive to Biratnagar same day fly back to kathmandu.,,Day 26: (optional) Free day in Kathmandu,"
Godavari to Phulchowki- Day Hike,https://www.tourradar.com/t/148613,"US,$,160",1 day4,4.9,69,30,,"Day 01: Drive to Godawori and Hike to Phulchoki,"
Everest Heli Tour with Breakfast,https://www.tourradar.com/t/130624,"US,$,1,600",1 day4,4.8,70,10,,"Day 1: Everest Heli Tour with Breakfast.,"
Chandragiri Day Tour,https://www.tourradar.com/t/126130,"US,$,70",1 day4,4.8,70,10,,"Day 1: Chandragiri Cable Car day Tour.,"
Jamacho Day Hike,https://www.tourradar.com/t/109575,"US,$,125",1 day4,4.6,158,15,,"Day 01: Hike to Jamacho and Return to Kathmandu,"
EBC &amp; ISLAND PEAK LEISURELY CLIMB – 24 DAYS,https://www.tourradar.com/t/198268,"US,$,3,299",24 days,4.9,69,40,,"Day 1 Arrival KATHMANDU (1300m/4265ft),,Day 2 ROCK CLIMBING COURSE or SIGHTSEEING,,Day 3 Fly to LUKLA (2800m/9187ft); trek to PHAKDING (2610m/8563ft) 2-3 hours trek; 200m descent, 50m ascent,,Day 4 Trek to NAMCHE (3420m/11221ft) 5-6 hours/1000m ascent, 100m descent,,Day 5 Acclimatize at NAMCHE,,Day 6 Trek DOLE (4090m/13419ft),,Day 7 Trek MACHHERMO (4410m/14469ft) 1-2 hours; 320m ascent,,Day 8 Trek GOKYO (4750m/15585ft) 3-4 hours; 350m ascent,,Day 9 Trek GOKYO RI (5360m/17586ft); back to GOKYO 4 hours return; 570m ascent, 570m descent,,Day 10 Trek THANGNAK (4700m/15421ft),,Day 11 Trek DZONGLA (4830m/15847ft),,Day 12 Trek LOBUCHE (4930m/16175ft),,Day 13 Trek GORAK SHEP (5160m/16930 ft),,Day 14 Trek EBC (5340m/17521ft); back to GORAK SHEP,,Day 15 Trek KALA PATTHAR (5545m/18193ft); return trek to LOBUCHE,,Day 16 Trek to CHHUKUNG (4730m/15519ft) via KONGMA LA (5535m/18160ft) 6-7 hours,,Day 17 Climb to ISLAND PEAK BASE CAMP (4970m/16307ft) 3-4 hours,,Day 18 Climb to ISLAND PEAK HIGH CAMP (5600m/18372ft) 2-3 hours,,Day 19 Climb to SUMMIT BASE CAMP (6189m/20306ft); Back to CHHUKUNG 8-10 hours,,Day 20 Trek TENGBOCHE (3870m/12697ft) 5-6 hours,,Day 21 Trek back NAMCHE BAZAR,,Day 22 Trek back to  LUKLA,,Day 23 Fly back KATHMANDU,,Day 24 Fly back HOME or extend your HOLIDAYS,"
Kanchenjunga Base Camp Trek,https://www.tourradar.com/t/184424,"US,$,2,424",23 days,4.8,58,10,,"Day 1: Arrival in Kathmandu,,Day 2: Flight from Kathmandu to Bhadrapur &amp;  drive Taplejung (2420m) ,,Day 3: Trek to Chhirwa (1185m) Hiking duration: 6 to 7 hours,,Day 4: Trek to Sekathum (1650m) Hiking duration: 5 to 6 hours,,Day 5: Trek to Gyabla (2725m) Hiking duration: 8 to 9 hours,,Day 6: Trek to Ghunsa (3415m) Hiking duration: 6 to 7 hours,,Day 7: Rest day in Ghunsa,,Day 8: Trek to Khambachen (4145m) Hiking duration: 5 to 6 hours,,Day 9: Trek to Lhonak (4792m) Hiking duration: 3 to 4 hours,,Day 10: Hike to Kanchanjunga Base Camp (5140 m) and back to Lhonak, Hiking duration: 7 to 8 hours,,Day 11: Trek to Ghunsa (3415m)  Hiking duration: 4 to 5 hours,,Day 12: Trek to Selele (4200 m) Hike duration: 4 to 5 hours,,Day 13: Selele to Tseram (3868m) Hiking duration: 6 to 7 hours,,Day 14: Trek to Ramche (4610m)  Hiking duration: 4 hours,,Day 15: Visit Oktang Temple, Glacier and return to Ramche (4740m), Hiking duration: 6 to 7 hours,,Day 16: Trek to Torongten (2980m),  Hiking duration: 4 hours,,Day 17: Trek to Sherpa gaun (1792m),  Hiking durations: 7 to 8 hours,,Day 18: Trek to Phumpe dada (1860 m), Hiking duration: 6 to 7 hours,,Day 19: Trek to Kadebhanjyang (2190m),  Hiking duration: 6 to 7 hours,,Day 20: Trek to Lali kharka (2266 m) Hiking duration:5 to 6 hours,,Day 21: Trek to Suketar (1824 m) Hiking duration: 3 to 4 hours,,Day 22: Fly Back to Kathmandu  Flight duration: 40mins,,Day 23: Departure,"
Jiri to Everest Base Camp Trek,https://www.tourradar.com/t/156165,"US,$,1,999",21 days,5.0,451,10,,"Day 01: Arrival in Kathmandu &amp; transfer to hotel.,,Day 2: Sightseeing at Kathmandu valley.,,Day 03 : Drive to Jiri (1905meter)Duration: 7-8 hours.,,Day 04 : Trek to Deurali (2705meter) Duration: 6-7 hours.,,Day 05 : Trek to Sete (2575meter) Duration: 5-6 hours.,,Day 06 : Trek to Junbeshi (2675meter) Duration: 5-6 hours.,,Day 07 : Trek to Nun Thala (2854meter) Duration: 5-6 hours.,,Day 08 : Trek to Bupsa (2700meter) Duration: 5-6 hours.,,Day 09 : Trek to Surke (2300meter) Duration: 5-6 hours.,,Day 10 : Trek to Phakding (2610meter) Duration: 3-4 hours.,,Day 11: Trek to Namche Bazaar (3,440 m) Duration: 6-7 hours.,,Day 12 : Rest at Namche Bazaar for acclimatisaion and explroe surrounding, overnight at guesthouse ,,Day 13 : Trek to Tengboche (3867meter) Duration: 5-6 hours.,,Day 14 : Trek to Dingboche (4260meter) Duration: 4-5 hours.,,Day 15 : Trek to Lobuche (4800meter) Duration: 5-6 hours.,,Day 16 : Trek to Everest Base Camp (5360meter) and back to Gorakshep (5160meter) Duration: 7-8 hours.,,Day 17 : Trek to Kalapatthar (5545meter) and back to Pheriche (4243meter) Duration: 7-8 hours.,,Day 18 : Trek to Namche Bazaar (3440meter) Duration: 5-6 hours.,,Day 19 : Trek to Lukla (2800meter) Duration: 7-8 hours.,,Day 20 : Fly back to Kathmandu.,,Day 21: Transfer to airport, departure onward destination.,"
Nepal Hot Air Ballooning,https://www.tourradar.com/t/143088,"US,$,216",1 day4,4.8,70,10,,"Day 1: Pick up from your hotel in Pokhara.,"
Nagarkot Changunarayan Hike-Day Hike,https://www.tourradar.com/t/141889,"US,$,190",1 day4,4.9,69,10,,"Day 01: Drive to Nagarkot and start Hike.,"
Everest Base Camp Heli Tour,https://www.tourradar.com/t/137638,"US,$,1,150",1 day4,4.8,70,10,,"Day 1: Pickup from Kathmandu Hotel.,"
Annapurna Circuit,https://www.tourradar.com/t/33551,"US,$,3,049",22 days,4.3,56,16,,"Day 1: Start Kathmandu,,Day 2: Scenic drive to Ngaddi via Besisahar; begin trek to Bauhundanda,,Day 3: Visit Tallo Chiple village and cross the Marsyangdi Valley to Jagat,,Day 4: Reach the village of Dharapani,,Day 5: Visit Odar village. Climb to Temang, then descend to Chame,,Day 6: Continue ascending through forested hillsides past the rock face of Paungdi 
Danda to Upper Pisang,,Day 7: Climb high above the valley on a wonderful high trail to Ngawal,,Day 8: Follow the high trail from Ngawal via Julu to Manang,,Day 9: Trek to Yak Kharka; afternoon acclimatisation walk,,Day 10: Short half day walk to Phedi, at the foot of the Thorong La,,Day 11: Cross the Thorong La (5416m) to Muktinath, a place of pilgrimage,,Day 12: Trek through beautiful barren landscapes to Kagbeni,,Day 13: Follow the Kali Gandaki Gorge, beneath the great peaks of Dhaulagiri and 
Annapurna via Dumba Lake to Marpha,,Day 14: Continue following the Kali Gandaki Valley to Larjung,,Day 15: Cross the Kali Gandaki and trek through Titi Tal, Kunjo and Jipre Deurali to 
Ghasa,,Day 16: Follow an undulating trail through small settlements to Tatopani, famous for 
its hot springs,,Day 17: A long climb up through the villages of Ghara, Shika and Chitre to Ghorepani,,Day 18: Optional early morning walk up Poon Hill for sunrise before a long descent to 
Birethanthi,,Day 19: Short walk to Naya Pul and drive to Pokhara; afternoon free,,Day 20: Free day in Pokhara,,Day 21: Fly to Kathmandu,,Day 22: End Kathmandu,"
Lumba Sumba Pass Trekking,https://www.tourradar.com/t/200799,"US,$,1,799",19 days,,,30,,"Day 1: Arrival in kathmandu,,Day 2: Kathmandu to Phoomling (Taplejung),,Day 3: Trek to Mithlung (909m),,Day 4: Trek to Chhirwa (1246m),,Day 5: Trek to Lelep (1687m),,Day 6: Trek to Illa Danda (2051m),,Day 7: Trek to Selep Kharka - (2525m),,Day 8: Trek to Olangchung Gola (3208m),,Day 9: Trek to Upper Langmale - (3893m),,Day 10: Trek to Pass camp (4747m),,Day 11: Trek to Chaurikharka (4595m),,Day 12: Trek to Thudam - (3500m),,Day 13: Trek to kharka (2877m),,Day 14: Trek to Chyamtang - (2229m),,Day 15: Trek to Hatiya - (1595m),,Day 16: Trek to Gola - (1128m),,Day 17: Trek to Hedangna Gadi - (1179m),,Day 18: Short trek to Num and drive to Khandbari - (1020m),,Day 19: Flight to Kathmandu from the domestic airport in Tumlingtar,"
Kanchenjunga Bokto Peak Climbing 26 Days 25 Night,https://www.tourradar.com/t/198536,"US,$,2,799",26 days,4.6,5,24,,"Day 1: Arrival in Kathmandu and Transfer to the hotel.,"
Nagarkot Changu Narayan day hiking,https://www.tourradar.com/t/196959,"US,$,115",1 day4,4.6,5,40,,"Day 1: Kathmandu to Nagarkot,"
Mustang Teri La Pass Trekking27 Days,https://www.tourradar.com/t/159362,"US,$,4,585",27 days,4.6,5,20,,"Arrival at the Tribhuvan International Airport. Transfer to Hotel.,,Day 02: Kathmandu.,,Day 03: Kathmandu-Pokhara.,,Day 04: Pokhara-Kagbeni.,,Day 05: Kagbeni-Tsaile.,,Day 06: Tsaile-Shyangbuche,,Day 07: Shyangboche-Tsarang.,,Day 08: Tsarang-Lo-Manthang.,,Day 09: Lo-Manthang.,,Day 10: Lo-Manthang-Yara.,,Day 11: Yara-Tanya.,,Day 12: Tangya- Yak Kharka.,,Day 13: Yak Kharka-Khola Kharka.,,Day 14: Khola-Teri la Base camp.,,Day 15: Teri la Base camp.,,Day 16: Phedi.-Yak Kharka.,,Day 17: Yak Kharka Nar Gaun.,,Day 18: Nar Gaun-Kyang.,,Day 19: Kyang-Phu Gaun.,,Day 20: Phu Gaun-Meta.,,Day 21: Meta-koto.,,Day 22: Koto-Tall.,,Day 23: Tall-Syange.,,Day 24: Synge-Bhulbule.,,Day 25: Bhulbule-Kathmandu.,,Day 26: Kathmandu.,,Day 27: Departure from Kathmandu.,"
DHULIKHEL NAMOBUDDHA -Day Hike,https://www.tourradar.com/t/148885,"US,$,170",1 day4,4.9,69,30,,"Day 01: Drive to Nagarkot and start Hike.,"
Manakamana Darshan Tour- Day Tour- Nepal,https://www.tourradar.com/t/142025,"US,$,170",1 day4,4.9,69,30,,"Day 01: Pick up from your hotel and Drive to Kurintar,"
Trishuli River Rafting- Day Tour,https://www.tourradar.com/t/125545,"US,$,68",1 day4,4.8,70,16,,"Day 1: Trishuli River rafting day Tour.,"
Api Base Camp Kali Dhunga Trek 21 Days 20 Night,https://www.tourradar.com/t/200206,"US,$,2,599",21 days,4.6,5,25,,"Day 1: Arrival in Kathmandu (1,300 m),,Day 2: Drive / Fly Kathmandu to Nepalgunj (517 km).,,Day 3: Drive from Nepalgunj to Mahendranagar (219 km).,,Day 4: Drive from Mahendranagar to Gokuleshwor (290 km).,,Day 5: Trek from Gokuleshwor to Karkale (900 m).,,Day 6: Trek from Karkale trek to Chiureni (1100 m).,,Day 7:  Trek from Chiureni trek to Makarighat (1800 m.,,Day 8: Acclimatization at Makarighat.,,Day 9:  Trek from Makarighat trek to Seti (2800 m).,,Day 10:  Trek from Seti to Lawathi (3000 m),,Day 11: Trek from Lawathi to Simar (3300 m).,,Day 12: Trek from Simar to Dhawaliwadar (3800 m).,,Day 13: Trek from Dhawalidwar to Api Base Camp (4100 m).,,Day 14: Trek from Base Camp to Saheb Bagar (2800 m).,,Day 15: Trek from Saheb Bagar to Makarighat (1800 m).,,Day 16: Trek from Makarighat to Bitule (1200 m).,,Day 17: Trek from Bitule to Gokuleshwor (850 m).,,Day 18:  Drive from Gokuleshwor to Mahendranagar,,Day 19: Drive from Mahendranagar to Nepalgunj ,,Day 20:  Flight from Nepalgunj to Kathmandu,,Day 21: Departure.,"
Annapurna Circuit And Base Camp Trek,https://www.tourradar.com/t/194084,"US,$,1,999",23 days,5.0,451,10,,"Day 01: Arrive at Tribhuwan International Airport Kathmandu &amp; transfer to hotel.,,Day 02: Drive from Kathmandu to Synge/Jagat (1100m) Duration: 8 hours.,,Day 03: Trek from Jagat to Dharapani (1960m) Duration: 5-6 hours.,,Day 04: Trek from Dharapani to Chame (2630m) Duration: 5-6 hours.,,Day 05: Trek from Chame to Pisang (3300m) Duration: 5-6 hours.,,Day 06: Trek from Pisang to Manang (3570m) Duration: 4-5 hours.,,Day 07: Manang - Acclimatization day.,,Day 08: Trek from Manang to Yak Kharka (4,110m) Duration: 3-4 hours.,, Day 09: Trek from Yak kharka to Thorong Phedi (4,600m) Duration: 3-4 hours.,,Day 10: Trek from Thorong Phedi to Muktinath (3800m) via Thorong La Pass (5416m) Duration: 7-8 hours.,,Day 11: Trek from Muktinath to Marpha (2,670m) Duration: 5-6 hours.,,Day 12: Trek from Marpha to Ghasa (2010m) Duration: 5-6 hours.,,Day 13: Trek from Ghasa to Tatopani (1190m) Duration: 5-6 hours.,,Day 14: Trek from Tatopani to Ghorepani (2810m) Duration: 7-8 hours.,,Day 15: Hike up to Poon Hill (3,210 m) and Trek to Tadapani (2,610 m) Duration: 7-8 hours.,,Day 16: Trek to Chomrong (2,140 m) Duration: 5-6 hours.,,Day 17: Trek to Himalaya Hotel (2,950 m) Duration: 5-6 hours.,,Day 18: Trek to Annapurna Base Camp (4,130 m) Duration: 5-6 hours.,,Day 19: Trek to Bamboo (2345 m) Duration: 5-6 hours.,,Day 20: Trek to Jhinu Danda (1,780 m) Duration: 5-6 hours.,, Day 21: Trek to Nayapul (1,010 m) &amp; Drive to Pokhara (8,50m) Duration: 5-6 hours.,,Day 22: Drive Back to Kathmandu (1,400 m)Duration: 6-7 hours.,,Day 23: Transfer to the International Airport for Your Final Departure.,"
Island Peak Climbing22 Days 21 Night,https://www.tourradar.com/t/165424,"US,$,2,499",22 days,4.6,5,20,,"Day 01: Arrival in Kathmandu, transfer to hotel, the day at leisure.,,Day 02: Free day or sightseeing around Kathmandu valley.,,Day 03: Flight to Lukla (2840m)/trek to Phakding(2640m).,,Day 04: Trek to Namche Bazaar (3440m).,,Day 05: Acclimatization day.,,Day 06: Namche Bazaar – Tengbuche (3860m),,Day 07: Tengbuche – Dingbuche (4410m).,,Day 08: Dingbuche – Lobuche (4910m).,,Day 09: Lobuche – Everest Base camp (5364) (5545m)/back to Gorakshep (5140m).,,Day 10: Kala Pattar (5310m) /back to Lobuche.,,Day 11: Lobuche – Dingboche (3985m).,,Day 12: Dingboche – Chukkung (4730m).,,Day 13: Chukkung – Island Peak Base Camp (5150m).,,Day 14: Climb to High camp (5481m).,,Day 15: Climb to summit (6189m) and return to Base Camp.,,Day 16: Base camp – Dingbuche (4410m).,,Day 17: Dingbuche – Tengbuche (3860m).,,Day 18: Tengbuche – Namche Bazaar (3440m).,,Day 19: Namche Bazaar – Lukla (2840m).,,Day 20: Lukla Fly to Kathmandu (1350m) transfer to hotel.,,Day 21: Free day or shopping day.,,Day 22: Drive to Airport for the return flight,"
"Langtang, Helambu ,Gosaikunda Trek",https://www.tourradar.com/t/142286,"US,$,1,090",16 days,4.9,15,15,,"Day 01 : Arrival in Kathmandu (1300m/4264ft),,Day 02 : Kathmandu Valley Sightseeing,,Day 03 : Drive from Kathmandu to Syaphrubesi (1,400m.) – 7/8hrs drive,,Day 04 : Trek from Syapru Benshi to Lama Hotel (2,470 m.),,Day 05 : Trek from Lama Hotel to Langtang Village (3,430 m.),,Day 06 : Trek from Langtang Village to Kyanjing Gompa (3,870 m.),,Day 07 : Kyanjing exploration day – hike to Kyanjing-Ri (4,600m.) 2-3 hrs. or Tsergo-Ri (4,984 m.) 7-9hrs.,,Day 08 : Trek back to Lama Hotel,,Day 09 : Trek from Lama Hotel to Thulo Syphru (2,280 m.),,Day 10 : Trek from Thulo Syaphru to Cholang pati (3,650 m.),,Day 11 : Trek from Cholang Pati to Gosaikunda (4,460 m.),,Day 12 : Trek from Gosainkunda to Ghopte (3,440 m.) via Lahure Bina-La pass (4,610 m.),,Day 13 : Trek from Ghopte to Kutungsang (2,450 m),,Day 14 : Trek from Kutungsang to Chisopani (2,140 m.),,Day 15 : Trek from Chisopani to Sundarijal and then drive to Kathmandu,,Day 16 : Departure day,"
Island Peak Climbing and Everest Three Passes Trek 21 days 20 Night,https://www.tourradar.com/t/210289,"US,$,3,599",21 days,4.6,5,25,,"Day 1: Arrival in Kathmandu and transfer to hotel by privet vehicles (1350 m),,Day 2: Kathmandu valley sightseeing tour and trek preparation,,,Day 3: Fly to Lukla (35 minutes) and trekking to TokTok (30 minutes far from Phakding) (2,700m),,Day 4: Trek to Namche Bazaar (3440 m) walking time 5/6 hrs. ,,Day 5: Namche Bazaar rest for acclimatization.,,Day 6: Trek to Thame (3800 m) 5 Hrs Walking Time.,,Day 7: Trek to Lungdhen (4380 m) 4/5 Hrs Walking Time.,,Day 8: Trek to Gokyo (4790 m) via Renjo-La (5360 m) 8/9 Hrs Walking Time.,,Day 9: Climb to Gokyo Ri (5357 m) and trek to Dragnag (4700 m) 6 Hrs Walking time. ,,Day 10: Trek to Dzongla (4830 m) via Cho La (5368 m) 8/9 hrs walking time. ,,Day 11: Trek to Gorakshep (5180 m) 5 hrs walking time.,,Day 12: Hike up to Kalapathar (5545 m) or Everest Base Camp (5363 m),,Day 13: Trek to Chukkung (4730 m) via Kongma La (5535 m) 8/9 hrs walking time.,,Day 14: we need one extra for an emergency.,,Day 15: Trek to Island Peak Base Camp (5100 m) 3 hrs walking time.,,Day 16: Island Peak Summit (6189 m) and trek back to Chukkung. ,,Day 17: Trek to Namche Bazaar (3440 m) walking time 7/8 hrs,,Day 18: Trek to Lukla (2800 m) walking time 7/8 hrs,,Day 19: Flight back to Kathmandu. Overnight at Hotel.,,Day 20: In Kathmandu for shopping souvenir,,Day 21: Final departure.,"
Kanchenjunga Treks - 28 Days,https://www.tourradar.com/t/201510,"US,$,3,399",28 days,4.9,69,50,,"Day 1:  Arrival KATHMANDU (1300m/4265ft),,Day 2: Acclimatize in KATHMANDU,,Day 3: Fly to BIRATNAGAR (72m/236ft); Drive to BASANTPUR (2200m/7218ft),,Day 4: Trek CHAUKI (2680m/8793ft) 5-6 hours; 580m ascent, 100m descent,,Day 5: Trek GUPA POKHARI (2890m/9482ft) 4-5 hours; 320m ascent, 110m descent,,Day 6: Trek GURJAGAON (2000m/6562ft),,Day 7: Trek DOBHAN (640m/2099ft),,Day 8: Trek MITLUNG (880m/2887ft),,Day 9: Trek CHIRWA (1190m/3904ft),,Day 10: Trek SAKATHUM ( 1640m/5381ft ) 5-6 hours; 450m ascent,,Day 11: Trek AMJILOSA (2490m/8170ft) 4-5 hours; 890m ascent,,Day 12: Trek GYABLA (2730m8957ft) 4-5 hours; 240m ascent,,Day 13: Trek GHUNSA (3410m/11188ft) 6-7 hours; 680m ascent,,Day 14: Trek KHAMBACHEN (4150m/13616ft) 5-6 hours; 740m ascent,,Day 15: Acclimatize in KHAMBACHEN,,Day 16: Trek LHONAK (4790m/15716ft) 4-5 hours; 640m ascent,,Day 17: Trek PANG PEMA (5140m/16864ft) 3-4 hours; 360m ascent,,Day 18: Trek back KHAMBACHEN; 6-7 hours; 1000m descent,,Day 19: Trek back GHUNSA 4-5 hours; 740m descent,,Day 20: Trek SELE LA (4115m/13501ft),,Day 21: Trek TSERAM (3870m/12697ft),,Day 22: Trek back TORONTAN (2990m/9810ft) 4 hours; 880m descent,,Day 23: Trek back YAMPHUDIN (1690m/5545ft),,Day 24: Trek back PHUMPHE (1780m/5840ft) 5-6 hours; 380m ascent, 290m descent,,Day 25: Trek back LALI KHARKA (2266m/7435ft),,Day 26: Trek back TAPLEJUNG (1820m/5971ft),,Day 27: Fly to BIRATNAGAR; Fly to KATHMANDU,,Day 28: Fly back HOME or extend your HOLIDAYS,"
Makalu Base Camp Trek 21 days,https://www.tourradar.com/t/159063,"US,$,1,899",21 days,4.6,5,20,,"Day 01 Arrive to Kathmandu airport (1380m).,,Day 02 Sightseeing around Kathmandu.,,Day 03 Kathmandu- Tumlingtar- Khadbari.,,Day 04 Drive to Chichila and trek to Num,,Day 05 Trek to Seduwa.,,Day 06 Trek to Tashigaun.,,Day 07 Trek to Khongma.,,Day 08 Acclimatization day at Kongma.,,Day 09 Trek to Dobate(3600m),,Day 10 Trek to Yangle Kharka.,,Day 11 Trek to Yak Kharka.,,Day 12 Makalu Base Camp.,,Day 13 Explore Makalu Base camp and trek down Yangle Kharka.,,Day 14 Trek to Dobate.,,Day 15 Trek to Khongma.,,Day 16 Trek to Seduwa.,,Day 17 Trek to Num.,,Day 18 Trek to Chichila and drive to Tumlingtar.,,Day 20 Fly to Kathmandu.,,Day 21 Departure from Kathmandu.,"
Kathmandu to Lukla / KathmanduFlight Ticket,https://www.tourradar.com/t/155292,"US,$,250",1 day4,4.8,70,32,,"Booking flight Ticket,"
Shivapuri National Park Hike - Day Hike,https://www.tourradar.com/t/148886,"US,$,170",1 day4,4.9,69,30,,"Day 01: Drive and start Hike.,"
Nagarkot to Chagu Narayan Day Hiking,https://www.tourradar.com/t/144328,"US,$,135",1 day4,4.9,18,20,,"Day 01: Drive to Nagarkot and Hike to changu Narayan ( 5 Hours ),"
Ganesh Himal Trekking,https://www.tourradar.com/t/216958,"US,$,1,989",14 days,4.9,18,30,,"Day 1: Arrival at Kathmandu airport and transfer to hotel,,Day 2: Sightseeing tour of Swoyambhunath stupa, Kopan Monastery and Boudhanath Stupa,,Day 3: Kathmandu (1350m) drive to Betrawati 5hrs drive,,Day 4: Betrawati - Kispang (1900m) 5hours Walk,,Day 5:  Kispang - Gonga (2800m) 6-7 hours walk,,Day 6: Gonga - Rupchet (3600m) 5 hours walk,,Day 7: Rest day in Rupchet,,Day 8: Rupchet – (Sing La 4100m) - Larkap (3700m) 5-6 hours walk,,Day 9: Larkap - Pangsang La (3800m) approx 6 hours Walk,,Day 10: pangsang La – Somdang(3200m) approx 4-5 hours walk,,Day 11: Rest day in Somdang(3200 m). Pangsang La Pass(3800m), Jaisali Kunda(4000m) 6 Hours Round Trip,,Day 12: Somdang Trek to Gatlang (2500m) approx 6 hours walk,,Day 13: Gatlang –Syabrubesi(1600m) 5 Hours Walk,,Day 14: Syabrubesi - Kathmandu approx 9 Hours drive,,Day 15: Departure,"
